temperature_celsius,wind_kph,precip_mm,humidity,cluster
24.3,9.0,0.0,79,0
29.0,8.6,0.5,78,1
29.3,6.1,1.0,74,1
26.7,3.6,3.4,84,0
27.5,3.6,3.7,81,0
24.9,3.6,6.1,88,4
27.7,6.5,2.3,78,0
24.2,7.9,0.0,79,0
24.7,5.8,0.0,66,1
25.0,6.8,8.5,94,4
27.0,4.0,1.3,100,0
30.5,8.6,0.0,69,1
29.0,11.5,0.2,80,1
28.5,10.8,0.0,83,0
23.7,13.7,0.0,78,2
29.9,7.6,0.6,75,1
28.0,10.1,0.4,83,0
29.0,9.7,0.6,79,1
30.0,11.2,0.0,74,1
29.5,7.9,0.0,73,1
29.9,7.9,0.0,72,1
28.2,8.6,0.2,80,0
29.9,7.6,0.0,68,1
28.6,9.7,0.3,80,0
27.0,4.0,2.7,100,0
23.8,4.3,0.2,95,0
29.2,11.5,0.1,77,1
29.9,10.8,0.0,75,1
27.2,7.2,0.0,70,1
30.6,8.6,0.0,67,1
30.9,8.6,0.0,67,1
30.9,6.5,0.1,70,1
29.1,3.6,1.4,74,1
30.9,6.5,0.1,69,1
29.2,10.1,2.1,79,0
28.0,6.1,0.0,79,0
24.6,6.5,0.0,74,0
27.9,12.6,0.0,42,1
26.7,6.5,0.0,55,1
26.1,8.3,0.0,57,1
27.4,6.8,0.0,48,1
26.7,7.9,0.0,56,1
27.8,14.0,0.0,47,1
27.7,3.6,0.0,41,1
28.7,6.8,0.0,38,1
28.6,7.9,0.0,39,1
27.7,13.7,0.0,47,1
27.6,9.7,0.0,45,1
25.0,7.6,0.0,68,1
23.6,5.0,0.0,72,0
27.0,18.7,0.7,79,2
27.5,39.6,0.0,82,2
23.1,5.8,0.0,81,0
24.7,13.3,4.2,89,2
7.0,10.4,0.0,86,3
26.7,3.6,0.0,88,0
29.0,4.0,2.9,94,0
27.6,3.6,1.8,84,0
24.7,3.6,0.0,96,0
25.4,4.3,0.8,92,0
23.3,4.7,0.3,97,0
26.5,5.4,0.0,86,0
26.2,5.0,0.0,77,0
19.9,11.5,0.1,74,0
20.8,3.6,0.2,95,0
26.4,4.7,0.0,89,0
26.9,5.4,0.5,86,0
26.7,3.6,0.0,89,0
26.0,4.3,0.0,90,0
26.4,24.8,1.3,78,2
27.0,15.5,2.6,81,2
25.1,3.6,0.0,85,0
20.6,3.6,0.0,99,0
20.4,3.6,5.5,98,4
19.4,3.6,1.1,99,0
26.5,15.5,0.4,82,2
19.2,4.7,0.1,87,0
16.0,3.6,0.0,79,3
27.0,3.6,0.0,94,0
19.5,4.0,0.0,94,0
19.8,4.3,0.0,91,0
24.5,5.8,0.0,75,0
21.3,5.8,0.6,83,0
15.9,3.6,0.0,87,3
23.7,3.6,0.1,85,0
16.6,6.5,0.0,87,3
17.4,3.6,0.0,82,0
24.1,5.0,1.9,97,0
24.2,4.7,0.3,97,0
21.0,16.9,0.0,88,2
22.2,7.2,0.1,87,0
26.6,6.1,0.0,81,0
22.2,3.6,1.3,95,0
23.9,3.6,0.0,91,0
23.1,12.6,0.0,94,0
23.9,3.6,0.0,69,1
26.5,4.3,0.0,83,0
21.6,7.2,0.6,93,0
27.6,14.0,0.0,55,1
25.3,6.1,0.0,86,0
23.5,5.4,0.0,72,0
23.1,15.5,15.6,89,4
24.9,9.0,0.0,87,0
24.5,6.5,0.0,85,0
23.5,4.7,1.3,92,0
21.1,6.1,0.0,81,0
20.6,5.0,0.0,89,0
22.0,6.1,0.0,90,0
-1.8,3.6,0.0,75,3
23.4,3.6,0.0,77,0
23.5,4.0,0.0,82,0
16.9,5.8,0.1,91,0
19.5,7.9,0.1,86,0
8.7,10.4,0.0,70,3
7.6,7.2,0.0,69,3
23.9,5.8,0.0,71,1
25.4,3.6,1.0,84,0
23.2,3.6,10.4,98,4
25.2,18.4,15.9,92,4
24.0,4.0,11.3,100,4
25.5,21.2,12.8,89,4
25.0,3.6,1.8,89,0
22.3,10.8,0.5,93,0
22.0,3.6,1.3,94,0
24.1,5.4,0.0,96,0
24.0,4.0,0.0,100,0
24.0,15.1,0.4,89,2
27.0,19.1,10.0,84,4
22.0,3.6,0.6,94,0
27.2,29.5,11.9,79,4
26.0,11.2,0.2,94,0
26.0,7.2,2.1,91,0
27.9,9.4,0.8,83,0
27.0,3.6,0.3,94,0
28.8,9.7,0.0,79,1
18.8,10.4,0.3,82,0
26.4,9.4,3.6,85,0
26.1,3.6,2.9,92,0
27.0,3.6,0.4,94,0
26.2,4.3,2.0,92,0
26.5,3.6,1.2,88,0
25.6,3.6,6.4,87,4
26.6,8.6,1.1,85,0
24.8,4.7,0.0,66,1
25.8,7.2,0.0,60,1
28.0,3.6,0.0,74,1
25.4,4.0,0.0,62,1
25.4,3.6,0.0,60,1
26.1,3.6,0.0,55,1
26.8,3.6,0.0,45,1
26.1,3.6,0.0,45,1
25.1,3.6,0.0,63,1
25.5,3.6,0.0,63,1
26.3,3.6,0.0,42,1
25.2,3.6,0.0,56,1
24.4,3.6,0.0,70,1
26.2,4.7,0.0,44,1
28.1,7.6,0.0,37,1
25.7,3.6,0.0,56,1
20.8,15.5,0.0,87,2
19.8,14.4,0.0,92,2
22.7,12.2,9.9,96,4
18.8,7.9,0.0,94,0
21.5,25.6,0.5,90,2
21.9,15.8,1.8,93,2
23.6,18.0,5.4,91,4
21.3,15.5,4.9,94,2
23.7,7.9,7.2,82,4
23.6,11.9,11.8,90,4
21.9,21.2,2.7,92,2
22.3,20.9,0.6,93,2
19.5,16.2,0.0,92,2
20.3,8.3,0.0,96,0
23.4,17.6,0.5,89,2
21.0,19.1,0.2,88,2
20.7,11.5,0.2,87,0
20.4,6.5,5.6,98,4
23.0,19.8,8.4,91,4
23.7,10.8,0.1,84,0
23.2,13.0,0.8,81,2
23.5,13.7,4.7,87,2
25.1,13.7,4.6,80,2
24.3,14.0,6.2,81,4
21.5,5.0,6.6,97,4
23.4,6.8,2.6,95,0
25.5,14.4,0.0,76,2
24.7,9.0,0.0,83,0
25.4,8.3,0.4,86,0
24.5,10.1,1.4,87,0
24.5,14.8,0.0,71,2
20.3,6.1,0.7,94,0
21.3,11.2,8.0,96,4
21.2,9.7,0.0,93,0
25.4,9.4,0.0,77,0
23.0,23.4,0.0,90,2
26.0,14.4,3.3,85,2
24.0,3.6,1.1,94,0
23.7,17.6,0.0,83,2
25.0,11.2,0.0,79,0
23.9,5.0,0.0,91,0
23.4,17.3,0.0,80,2
24.2,14.4,0.0,76,2
27.0,9.0,0.3,94,0
26.2,9.0,0.0,79,0
27.0,9.0,0.0,94,0
24.0,3.6,0.0,94,0
24.2,5.4,0.3,96,0
21.5,3.6,0.9,93,0
24.3,3.6,0.7,92,0
26.0,11.2,0.1,94,0
26.0,11.2,0.0,94,0
25.1,6.8,2.0,89,0
26.6,5.0,1.0,88,0
23.6,3.6,0.7,94,0
26.0,11.2,0.7,94,0
26.9,4.3,0.0,83,0
26.9,10.1,0.0,83,0
27.1,4.7,0.5,82,0
24.2,4.0,0.3,90,0
27.0,3.6,0.1,86,0
23.7,3.6,0.6,92,0
21.7,4.7,0.1,88,0
24.3,5.4,1.1,94,0
27.3,21.6,0.0,52,2
26.0,27.4,0.0,62,2
25.9,18.0,0.0,58,2
29.3,13.0,0.0,35,1
27.4,19.8,0.0,53,2
25.5,21.6,0.0,69,2
29.1,12.2,0.0,35,1
27.3,21.2,0.0,59,2
28.6,23.4,0.0,47,2
29.0,26.6,0.0,47,2
25.0,18.0,0.0,72,2
24.8,12.6,0.0,69,1
27.4,16.2,0.0,59,1
25.8,12.6,0.0,64,1
26.2,13.0,0.0,61,1
26.2,16.2,0.0,64,2
23.4,9.4,0.0,70,1
25.6,19.8,0.0,63,2
28.6,10.1,0.0,47,1
24.0,14.8,0.0,78,2
24.4,9.7,0.0,71,1
25.0,11.5,0.0,72,1
26.2,10.8,0.6,80,0
26.0,19.1,1.4,74,2
25.4,11.2,0.5,77,0
28.2,24.8,0.5,68,2
27.3,9.7,0.0,67,1
26.1,17.6,0.0,77,2
24.0,15.1,0.0,89,2
22.3,4.7,0.7,91,0
26.6,9.0,0.0,73,1
26.0,19.1,1.6,74,2
23.4,4.3,0.2,81,0
25.4,22.0,0.7,73,2
23.3,19.4,0.0,76,2
23.2,6.8,0.8,87,0
24.9,6.1,0.0,69,1
26.0,5.4,0.0,63,1
27.2,6.5,0.0,58,1
26.6,3.6,0.0,78,0
26.7,5.4,0.0,68,1
26.5,7.9,0.0,57,1
27.5,7.9,0.0,50,1
27.0,7.6,0.0,52,1
24.6,6.1,0.0,67,1
25.0,5.4,0.0,73,0
25.9,7.2,0.0,69,1
28.3,10.8,0.0,46,1
28.0,5.4,0.0,49,1
27.8,3.6,0.0,61,1
26.7,6.5,0.0,87,0
26.3,5.4,0.0,66,1
28.0,4.7,0.0,52,1
25.1,3.6,0.0,82,0
28.4,7.2,0.0,49,1
28.4,8.6,0.0,49,1
27.4,5.8,0.0,69,1
27.2,4.3,0.0,75,1
27.6,3.6,0.0,42,1
28.1,6.8,0.0,72,1
26.6,6.1,0.0,74,1
30.4,7.9,0.0,69,1
24.4,6.8,0.5,92,0
27.1,3.6,0.0,63,1
28.7,5.0,0.0,49,1
24.2,9.7,0.0,87,0
29.2,7.9,0.0,47,1
26.6,4.7,0.0,76,0
27.8,5.4,0.0,67,1
28.0,10.1,0.0,57,1
27.9,7.9,0.0,75,1
25.1,9.0,0.0,64,1
28.2,7.9,0.0,73,1
24.7,8.6,0.0,66,1
24.6,5.4,0.0,77,0
28.1,6.8,0.0,49,1
28.8,11.2,0.0,46,1
26.8,14.0,0.0,82,2
26.0,13.0,0.0,94,2
26.7,23.0,0.0,78,2
26.0,13.0,1.8,94,2
24.7,20.9,5.1,90,2
28.1,3.6,0.0,59,1
27.6,6.5,0.0,66,1
26.8,11.2,0.0,58,1
29.2,5.8,0.0,50,1
26.1,10.4,0.0,65,1
28.5,8.6,0.0,71,1
21.8,12.6,0.1,80,0
24.6,14.4,0.1,78,2
26.6,10.4,0.0,64,1
27.6,13.0,0.0,51,1
26.9,9.7,0.0,58,1
27.9,11.2,0.0,52,1
23.2,17.3,0.0,82,2
27.0,13.0,0.0,56,1
23.9,11.5,0.1,84,0
24.5,5.8,0.0,86,0
23.9,7.9,0.0,86,0
23.5,7.6,0.0,92,0
23.1,8.6,0.0,86,0
25.0,10.1,0.0,81,0
23.0,5.4,3.1,93,0
23.7,7.6,0.5,88,0
23.4,7.2,0.2,89,0
24.4,6.5,0.0,88,0
24.7,9.4,0.0,87,0
24.2,8.6,0.0,87,0
22.9,11.2,0.3,87,0
22.1,10.1,7.5,93,4
23.1,16.9,2.2,94,2
24.4,4.3,0.3,84,0
26.4,9.0,0.0,88,0
26.0,5.8,0.4,94,0
19.3,4.0,0.0,92,0
25.9,3.6,0.0,92,0
25.9,23.0,0.6,76,2
24.1,13.3,0.0,89,2
24.2,10.4,0.0,85,0
25.1,15.8,0.0,65,2
25.4,9.7,0.0,65,1
23.3,11.5,0.0,74,0
22.8,3.6,0.0,90,0
25.2,8.3,0.0,71,1
23.8,13.0,0.0,80,2
24.5,3.6,0.0,73,0
27.3,10.8,0.0,59,1
26.9,4.7,0.0,64,1
22.0,6.8,0.0,88,0
26.0,8.3,0.0,81,0
24.2,5.0,0.7,86,0
23.6,4.7,0.0,92,0
22.5,10.4,0.0,88,0
26.0,7.2,0.8,80,0
22.5,18.4,0.0,84,2
25.3,15.1,0.0,74,2
24.9,13.3,0.0,64,1
24.5,10.4,0.0,67,1
26.3,10.8,0.0,60,1
24.5,11.9,0.0,68,1
24.5,15.5,0.0,67,2
27.3,10.8,0.0,58,1
28.3,6.5,0.0,63,1
28.9,7.2,0.0,60,1
22.4,10.8,0.0,90,0
23.8,11.2,0.0,74,0
24.9,24.1,0.0,74,2
22.6,4.3,0.0,91,0
27.8,6.1,0.0,60,1
25.4,7.9,0.0,68,1
26.0,11.2,3.4,94,0
23.8,8.3,3.6,91,0
24.1,17.3,0.0,81,2
23.9,13.3,0.0,76,2
27.7,6.5,0.0,51,1
23.7,3.6,0.0,78,0
25.5,15.8,0.0,66,2
25.3,11.2,0.0,63,1
27.6,8.6,0.0,56,1
23.9,7.6,0.0,79,0
21.7,6.1,3.0,91,0
22.8,3.6,2.6,94,0
24.1,10.8,0.0,69,1
24.2,10.4,0.0,88,0
19.4,8.6,0.0,79,0
26.3,6.8,3.3,84,0
14.7,13.3,0.0,67,3
24.8,3.6,1.0,92,0
15.4,9.7,0.0,60,3
16.7,9.4,0.0,72,3
29.3,9.4,0.0,63,1
25.1,6.1,0.0,67,1
9.2,3.6,0.0,80,3
13.3,3.6,0.5,73,3
3.6,7.9,0.0,45,3
12.1,3.6,0.7,74,3
14.0,9.7,0.0,80,3
12.3,3.6,0.0,74,3
17.8,8.6,0.7,81,0
12.0,3.6,0.4,76,3
25.3,4.0,0.0,66,1
29.3,4.0,0.0,56,1
13.6,7.2,0.1,75,3
25.1,5.8,0.0,66,1
24.8,6.1,0.0,65,1
9.6,8.6,0.0,55,3
11.5,5.0,0.0,81,3
24.9,8.3,0.0,88,0
26.3,11.2,0.0,80,0
26.9,16.6,0.0,70,2
25.6,6.8,0.0,52,1
27.7,12.2,0.0,66,1
27.0,6.8,0.0,79,0
27.1,15.1,0.0,67,2
26.4,11.5,0.0,67,1
24.3,11.2,0.0,81,0
25.5,10.1,0.0,73,1
26.4,12.6,0.0,73,1
27.0,10.8,0.0,71,1
26.2,10.8,0.0,80,0
23.8,5.0,0.0,87,0
27.6,19.4,0.0,75,2
25.6,9.7,0.2,85,0
25.9,11.2,0.0,82,0
26.7,11.2,0.0,73,1
27.3,14.8,0.0,74,2
25.0,6.8,0.0,88,0
27.0,13.0,0.0,79,2
26.5,10.4,0.0,73,1
25.1,6.5,0.0,87,0
24.6,22.0,0.0,88,2
25.5,8.3,0.0,85,0
27.0,6.8,6.0,84,4
25.5,18.0,0.5,82,2
23.4,17.3,0.0,77,2
25.9,9.4,0.3,89,0
21.7,16.2,9.2,93,4
24.8,17.3,0.0,87,2
25.7,5.8,0.7,89,0
21.8,20.9,2.2,89,2
23.8,15.1,0.0,90,2
23.0,17.3,1.1,92,2
25.7,10.1,0.0,92,0
25.2,5.0,0.2,93,0
23.2,4.7,0.8,98,0
23.3,8.6,2.7,97,0
24.0,6.8,1.8,100,0
23.2,8.6,6.4,97,4
25.0,6.8,15.9,100,4
24.3,7.2,3.3,96,0
24.8,11.5,3.8,94,0
22.5,6.8,1.2,97,0
27.0,7.2,0.0,85,0
26.6,8.3,0.5,87,0
25.4,10.4,2.6,94,0
26.1,8.6,0.0,91,0
24.9,7.9,9.0,92,4
25.6,9.0,3.8,92,0
22.0,6.5,1.1,98,0
23.7,10.8,6.2,95,4
24.0,6.8,2.0,100,0
29.0,9.0,0.0,94,0
28.0,7.2,0.0,81,0
27.7,3.6,0.1,81,0
28.2,3.6,0.0,81,0
25.0,6.8,0.0,100,0
22.8,14.8,2.9,86,2
27.3,6.8,0.0,83,0
27.9,3.6,0.0,84,0
28.0,6.8,0.0,81,0
8.9,4.0,0.0,81,3
28.0,7.2,0.0,80,0
27.5,9.7,0.0,84,0
27.7,9.0,0.0,82,0
27.7,7.2,0.0,84,0
26.7,10.4,0.0,85,0
27.9,7.9,0.0,84,0
23.1,3.6,4.3,97,0
28.0,7.6,0.0,82,0
27.7,7.2,0.0,82,0
24.7,14.8,0.6,93,2
27.7,6.8,0.0,81,0
28.0,6.8,0.0,80,0
26.5,7.6,0.0,86,0
27.9,6.8,0.0,80,0
27.6,7.2,2.9,83,0
28.0,11.2,0.0,84,0
24.4,3.6,0.0,81,0
27.3,3.6,0.0,54,1
25.3,5.4,0.0,62,1
24.6,6.1,0.0,71,1
25.8,3.6,0.0,56,1
25.1,5.4,0.0,65,1
27.2,7.6,0.0,53,1
26.5,6.8,0.0,55,1
27.3,7.9,0.0,50,1
27.5,5.4,0.0,52,1
27.4,7.6,0.0,53,1
26.5,4.7,0.0,55,1
24.7,3.6,0.0,80,0
24.1,3.6,0.0,75,0
25.7,5.0,0.1,83,0
27.6,41.4,0.0,81,2
22.7,5.8,0.5,96,0
24.0,12.2,0.4,83,0
8.0,9.7,0.0,74,3
27.2,3.6,0.0,91,0
27.0,4.0,0.5,94,0
27.4,6.1,0.0,88,0
25.8,3.6,0.0,94,0
26.2,4.0,0.0,90,0
24.4,3.6,0.2,98,0
26.7,5.8,0.0,86,0
27.3,8.3,0.0,78,0
21.1,10.1,0.0,56,1
21.4,3.6,0.1,97,0
26.1,4.7,0.0,87,0
27.1,3.6,0.1,81,0
26.9,4.0,1.2,89,0
26.5,4.3,3.0,94,0
26.8,19.4,0.0,73,2
27.6,16.9,0.1,65,2
24.8,7.9,5.2,88,4
22.4,3.6,0.0,95,0
20.9,3.6,0.2,95,0
21.6,3.6,3.2,99,0
24.9,5.8,0.9,86,0
19.8,4.3,0.3,85,0
17.4,3.6,0.0,69,3
20.0,3.6,0.0,92,0
19.7,4.0,0.0,87,0
24.3,5.8,0.9,90,0
21.5,5.8,0.7,95,0
16.0,3.6,0.0,88,3
24.0,3.6,0.3,88,0
25.6,6.1,0.5,94,0
18.3,3.6,0.1,87,0
25.7,3.6,0.1,96,0
25.1,3.6,0.3,98,0
20.0,15.1,0.5,94,2
21.6,7.2,0.0,92,0
24.6,4.0,0.9,91,0
21.9,4.0,1.5,98,0
23.4,3.6,0.8,95,0
22.4,7.6,0.0,97,0
23.3,3.6,1.1,92,0
27.2,7.6,1.5,86,0
21.2,5.8,0.3,95,0
27.2,7.6,0.0,56,1
23.8,7.6,1.8,92,0
23.3,3.6,0.0,74,0
21.9,16.6,2.5,90,2
23.8,7.2,0.0,94,0
24.2,3.6,0.0,95,0
24.2,3.6,0.0,94,0
23.0,3.6,3.3,98,0
24.0,6.8,1.1,100,0
20.1,8.6,0.0,78,0
19.9,7.2,0.0,78,0
21.0,9.4,0.0,82,0
-2.6,3.6,0.0,69,3
24.1,6.1,0.0,84,0
23.4,7.2,0.1,81,0
17.7,7.9,0.1,85,0
16.5,10.8,0.0,82,3
8.2,11.2,0.2,69,3
7.5,6.8,0.2,75,3
23.2,3.6,4.1,93,0
24.8,7.2,3.1,87,0
22.5,3.6,7.2,99,4
24.2,17.3,12.1,92,4
26.0,4.0,18.2,94,4
24.0,20.2,4.9,91,2
24.0,4.0,2.2,100,0
21.5,11.5,2.4,93,0
24.0,3.6,12.5,89,4
22.8,3.6,0.0,99,0
26.0,4.0,42.9,94,4
24.0,16.9,4.1,89,2
28.0,6.1,3.0,89,0
24.0,3.6,8.9,89,4
27.2,24.5,1.6,80,2
26.0,11.2,1.6,94,0
26.5,9.4,0.0,90,0
27.2,8.3,0.0,84,0
28.0,6.8,1.5,94,0
28.4,6.8,0.0,81,0
18.6,8.6,0.0,69,0
27.9,4.3,0.0,81,0
25.8,7.9,0.1,93,0
28.0,6.8,1.6,94,0
25.7,8.3,0.0,94,0
25.6,8.3,0.7,94,0
24.8,9.4,0.8,96,0
26.9,4.0,0.0,78,0
28.0,6.8,0.2,94,0
24.6,5.4,0.0,68,1
24.0,5.4,0.0,69,1
24.7,5.4,0.0,71,1
28.0,11.2,0.0,79,1
25.3,4.7,0.0,66,1
24.6,3.6,0.0,65,1
25.3,3.6,0.0,59,1
25.7,6.1,0.0,57,1
25.6,7.6,0.0,57,1
24.6,3.6,0.0,69,1
25.3,3.6,0.0,68,1
26.0,8.3,0.0,54,1
24.9,6.5,0.0,59,1
24.5,5.8,0.0,73,0
25.9,7.2,0.0,54,1
27.5,9.0,0.0,45,1
25.1,4.3,0.0,59,1
21.6,14.4,0.0,80,2
20.9,13.7,0.0,84,2
21.5,11.5,3.0,94,0
18.9,7.6,0.0,91,0
20.3,16.2,0.6,78,2
20.7,9.0,0.0,91,0
21.8,18.7,1.0,91,2
20.0,15.1,0.0,94,2
20.7,10.8,0.0,90,0
21.6,14.4,1.7,92,2
23.1,13.7,2.3,89,2
21.4,10.1,0.1,86,0
22.2,11.5,0.9,89,0
18.9,14.4,0.0,93,2
20.3,6.5,0.0,86,0
21.4,11.2,3.9,82,0
21.0,19.1,0.0,94,2
20.5,11.5,0.1,76,0
19.7,7.9,0.0,99,0
21.3,11.2,2.6,85,0
23.3,15.1,1.7,88,2
22.6,10.4,0.2,81,0
22.4,11.5,1.9,91,0
23.2,16.9,1.7,87,2
22.2,13.3,5.2,90,4
20.6,7.2,0.0,98,0
23.5,3.6,0.0,92,0
23.9,10.1,3.2,87,0
24.5,15.8,0.1,85,2
23.1,9.7,0.0,92,0
24.2,18.0,0.0,75,2
19.6,7.2,0.0,96,0
20.6,9.7,0.0,95,0
20.9,9.4,0.0,93,0
24.8,10.4,0.4,75,0
23.2,21.6,0.0,89,2
25.7,9.4,0.1,85,0
22.3,21.6,0.0,87,2
25.3,18.7,0.0,78,2
22.7,17.3,0.2,82,2
23.6,17.6,0.4,82,2
25.4,4.0,0.0,82,0
24.2,3.6,1.2,99,0
20.6,5.0,1.0,98,0
23.3,3.6,0.9,96,0
26.0,11.2,3.1,94,0
26.0,11.2,1.2,94,0
25.6,6.8,1.4,92,0
26.5,10.1,3.0,90,0
23.5,4.0,3.6,97,0
26.0,11.2,4.9,94,0
26.3,4.3,1.9,88,0
27.6,6.1,0.0,84,0
26.4,5.8,0.6,86,0
23.6,3.6,3.7,96,0
26.5,9.7,2.4,89,0
23.1,3.6,5.0,96,0
22.2,5.4,1.3,97,0
23.3,3.6,1.7,96,0
26.8,10.8,0.0,53,1
26.2,21.6,0.0,69,2
24.9,4.0,0.0,62,1
28.6,8.3,0.0,43,1
26.9,16.2,0.0,49,1
25.8,12.6,0.0,72,1
28.7,9.4,0.0,41,1
26.8,14.4,0.0,56,1
27.7,6.8,0.0,48,1
28.6,22.7,0.0,47,2
24.9,12.2,0.0,67,1
24.8,12.2,0.0,63,1
27.2,9.4,0.0,60,1
26.2,11.9,0.0,63,1
30.0,11.2,0.0,55,1
26.7,11.2,0.0,64,1
26.4,10.8,0.0,58,1
23.3,7.2,0.0,64,1
24.9,13.3,0.0,62,1
27.5,9.4,0.0,68,1
23.8,11.2,0.0,63,1
24.4,7.6,0.0,70,1
25.1,5.4,0.0,61,1
25.4,5.4,0.0,65,1
28.0,19.1,0.0,70,2
25.8,19.8,0.4,76,2
25.5,12.2,0.0,69,1
27.0,24.8,0.2,73,2
26.2,14.0,0.0,72,2
26.5,14.8,0.0,74,2
24.0,19.1,0.0,89,2
22.8,4.7,0.0,88,0
27.0,6.1,1.0,70,1
27.0,6.1,0.4,70,1
25.1,22.0,0.1,74,2
22.9,17.6,0.0,78,2
23.6,6.1,0.0,84,0
25.9,6.5,0.0,87,0
26.2,7.9,0.0,86,0
27.1,7.6,0.0,76,1
27.2,7.6,0.5,86,0
25.8,6.1,0.0,72,1
27.5,9.0,0.0,76,1
26.1,5.0,0.0,67,1
26.9,8.6,0.0,80,0
26.1,7.2,0.0,76,0
25.9,5.8,0.0,82,0
28.0,6.8,0.0,79,0
26.0,5.8,0.0,85,0
26.5,7.2,0.0,83,0
27.1,8.3,0.0,74,1
27.4,9.0,0.0,75,1
28.1,8.3,0.0,71,1
26.0,15.1,1.9,94,2
27.1,7.6,0.0,77,0
28.0,7.2,0.0,69,1
25.8,7.2,0.0,82,0
27.9,9.0,0.0,68,1
27.7,9.4,0.0,70,1
26.2,10.8,0.1,86,0
26.5,9.7,0.0,89,0
26.5,5.8,0.0,55,1
27.0,11.2,0.5,86,0
26.8,9.7,0.0,87,0
27.2,7.9,0.0,81,0
24.4,4.3,3.9,96,0
25.4,14.0,6.9,92,4
23.9,7.2,0.0,88,0
29.3,5.8,0.0,59,1
26.5,12.2,1.6,90,0
27.1,9.0,0.6,87,0
26.5,11.2,0.5,88,0
28.0,6.5,0.4,69,1
27.4,10.1,0.0,84,0
24.3,3.6,0.0,75,0
26.9,10.4,2.2,85,0
27.1,11.5,0.0,81,0
25.0,4.3,0.0,75,0
24.6,3.6,0.0,85,0
28.3,7.2,0.0,63,1
27.5,11.5,0.0,67,1
27.0,19.1,0.0,84,2
26.9,18.0,0.0,74,2
24.4,16.9,0.7,84,2
27.1,12.2,0.8,82,2
26.2,12.2,1.7,90,0
26.8,10.1,0.0,58,1
28.8,8.6,0.0,69,1
25.4,10.8,0.0,62,1
27.0,11.5,1.4,84,0
21.5,13.3,0.0,80,2
24.9,16.2,0.0,77,2
25.9,9.7,0.0,67,1
27.1,4.7,0.0,53,1
26.6,10.1,0.0,63,1
27.7,9.7,0.0,71,1
23.4,13.7,0.0,79,2
26.6,9.4,0.0,64,1
22.3,18.0,2.4,91,2
23.3,3.6,0.0,89,0
23.2,10.4,0.0,91,0
22.1,12.2,1.3,96,0
22.1,17.3,0.0,92,2
22.8,14.0,2.5,92,2
23.2,9.4,0.3,91,0
22.3,11.9,0.7,96,0
22.7,13.3,0.0,94,2
23.6,6.1,0.0,91,0
23.0,10.8,0.0,92,0
23.2,10.8,0.0,88,0
22.3,15.8,1.4,92,2
23.0,22.0,3.1,94,2
23.0,22.0,2.9,94,2
21.9,14.4,13.2,96,4
24.9,4.7,0.4,83,0
26.2,14.4,1.8,93,2
26.6,3.6,3.3,93,0
25.7,15.8,0.0,66,2
28.0,6.8,1.1,94,0
25.5,7.9,0.0,94,0
24.3,16.9,0.1,75,2
22.8,13.7,0.0,91,2
20.3,8.6,0.0,83,0
24.0,14.0,0.6,91,2
24.0,4.7,0.0,89,0
22.9,7.2,0.1,88,0
22.1,5.4,0.0,87,0
23.1,10.1,0.0,91,0
24.0,3.6,0.2,94,0
24.2,4.7,0.0,86,0
24.9,16.6,0.6,92,2
23.0,6.1,0.0,89,0
25.7,9.0,1.3,86,0
24.0,4.7,0.5,97,0
24.2,5.0,0.3,96,0
23.7,14.0,0.0,82,2
25.2,11.9,0.8,89,0
24.6,13.7,0.0,73,2
25.0,12.2,0.1,77,2
22.9,6.5,0.0,93,0
25.4,15.8,0.0,66,2
24.4,17.3,1.2,96,2
24.2,16.6,0.2,89,2
24.8,10.4,0.0,69,1
26.8,12.6,0.0,76,2
26.5,11.2,0.0,81,0
26.8,9.7,0.2,81,0
24.2,16.6,0.0,78,2
22.8,6.8,0.6,96,0
26.1,19.4,0.0,68,2
23.5,6.8,0.0,95,0
25.4,11.5,0.0,83,0
24.5,3.6,0.1,91,0
26.0,6.8,0.0,100,0
24.2,9.0,0.4,89,0
25.3,20.2,0.0,74,2
23.5,7.9,0.0,89,0
26.8,7.6,0.0,74,1
22.7,3.6,0.2,96,0
24.4,9.7,0.1,79,0
24.0,14.4,0.0,96,2
24.6,14.4,0.9,93,2
25.7,13.3,0.0,68,1
23.2,7.2,0.0,94,0
23.6,7.6,0.0,91,0
24.4,14.0,0.0,89,2
19.2,8.6,0.0,81,0
26.5,7.9,0.9,85,0
15.1,13.3,0.0,65,3
24.1,8.6,0.4,93,0
15.8,9.4,0.0,59,3
17.0,8.6,0.0,67,3
26.3,13.0,0.4,82,2
25.3,5.4,0.0,65,1
14.5,3.6,0.0,63,3
9.2,5.0,0.0,68,3
3.6,4.3,0.0,51,3
13.0,3.6,0.0,62,3
14.4,10.1,0.1,79,3
12.7,3.6,0.0,62,3
18.1,8.3,0.1,79,0
26.0,15.1,0.0,81,2
13.1,8.6,0.0,73,3
25.1,5.0,0.0,65,1
25.0,7.2,0.0,63,1
9.2,7.6,0.0,54,3
11.7,4.3,0.0,82,3
25.7,10.1,0.0,86,0
26.1,14.8,0.0,84,2
28.1,21.2,0.0,67,2
27.6,8.6,0.0,59,1
28.2,9.0,0.0,70,1
28.0,6.1,0.2,74,1
27.7,23.0,0.0,70,2
27.6,13.0,0.0,63,1
25.2,18.0,0.0,78,2
26.0,16.2,0.0,80,2
27.3,13.0,0.0,65,1
